comment,aspect,sentiments,clean_comment
"@meete.co đang khuyến mãi combo mì udon hải sản vs bánh mochi chỉ 49k. Mì udon ở đây hơi ít được khoảng nước dùng nấu sệt sệt, đậm mùi hải sản, có vị cay khá ít nên phù hợp vs những ng k thích ăn cay nhiều như mình. Tô mì khá chất lượng có hẳn 1 con ghẹ to luôn o.O cơ mà con ghẹ mình ăn hơi ít thịt. Tô mì vừa dc nấu, ăn nóng hổi. Quán đi tối hơi bị đông đấy. đi trưa như mình vắng cho khỏe. Bánh mochi ăn oke. Quán có bán sushi giá cũng khá oke cho sinh viên nữa","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'neutral', 'positive']",meete có đang khuyến mãi combo mì udon hải sản với bánh mochi chỉ 49k mì udon ở đây hơi ít được khoảng nước dùng nấu sệt sệt đậm mùi hải sản có vị cay khá ít nên phù hợp với những người không thích ăn cay nhiều như mình tô mì khá chất lượng có hẳn 1 con ghẹ to luôn ở đó cơ mà con ghẹ mình ăn hơi ít thịt tô mì vừa được nấu ăn nóng hổi quán đi tối hơi bị đông đấy đi trưa như mình vắng cho bánh mochi ăn ok quán có bán sushi giá cũng khá ok cho sinh viên nữa
"@meetesaigon đang có khuyến mãi mua 1 gà trái tim 60k được tặng 1 món đồng giá hoặc thấp hơn 😚😚Gà ở đây cũng làm theo style gà Đài Loan giống của oppa chicken nhưng so sánh thì vị bên đây đậm đà ăn thích hơn. Gà nóng hổi nên lớp da cắn vào giòn rụm. Gà trái tim chủ yếu là từ phần thịt ức gà thường ăn sẽ khô, bở nhưng ở đây thịt vẫn rất mềm và dai. Gà viên 45k gia vị ướp thấm đều nhưng vì là mấy cục thịt gà nhỏ nhỏ thôi nên mình k thích lắm :( . Bánh khoai tây 28k vì được ướp hẳn gia vị vào trong nên rất ngon tiếc là khoai tây hơi bị bở :(( . Trà bí đao uống ngọt thanh rất thích hợp để giải nhiệt sau khi ăn đống đồ chiên này 🙄Điểm trừ của quán là k có tí rau củ ăn kèm nào nên ăn mấy đống đồ chiên này thì mình thấy hơi ngán :((( . Giá cả rất sinh viên 15 - 60k cho 1 quán ở Q.1 như thế này.","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'DRINKS#QUALITY', 'RESTAURANT#PRICES', 'LOCATION#GENERAL']","['positive', 'neutral', 'positive', 'positive', 'positive', 'positive']",meetsaigon đang có khuyến mãi mua 1 gà trái tim 60k được tặng 1 món đồng giá hoặc thấp hơn gà ở đây cũng làm theo style gà đài loan giống của oppa chicken nhưng so sánh thì vị bên đây đậm đà ăn thích hơn gà nóng hổi nên lớp da cắn vào giòn rụm gà trái tim chủ yếu là từ phần thịt ức gà thường ăn sẽ khô bở nhưng ở đây thịt vẫn rất mềm và dai gà viên 45k gia vị ướp thấm đều nhưng vì là mấy cục thịt gà nhỏ nhỏ thôi nên mình không thích lắm bánh khoai tây 28k vì được ướp hẳn gia vị vào trong nên rất ngon tiếc là khoai tây hơi bị bở trà bí đao uống ngọt thanh rất thích hợp để giải nhiệt sau khi ăn đống đồ chiên này điểm trừ của quán là không có tí rau củ ăn kèm nào nên ăn mấy đống đồ chiên này thì mình thấy hơi ngán giá cả rất sinh viên 15 60k cho 1 quán ở q 1 như thế này
"* Cập Nhật Giá : 1/12/2015 🐸 - Phần 1 con + cháo => 35.000₫ - Phần 2 con + cháo => 70.000₫ - Phần 3 con + cháo => 90.000₫* Có "" Nước Sâm ( 5k ) , Nước ngọt ( tuỳ loại ) , Trà Đá ( 2k )🎀 Quán lề đường, sạch sẽ, nấu ếch tại chỗ cho khách xem. Nhưng phụ vụ hơi lâu, gọi tính tiền cũng lâu nữa 😞 🎀 Ăn được . Ngon !","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['positive', 'neutral', 'positive', 'neutral', 'neutral', 'negative', 'positive']",cập nhật giá 1122015 phần 1 con cháo 35 000 phần 2 con cháo 70 000 phần 3 con cháo 90 000 có nước sâm 5k nước ngọt loại trà đá 2k quán lề đường sạch sẽ nấu ếch tại chỗ cho khách xem nhưng phụ vụ hơi lâu gọi tính tiền cũng lâu nữa ăn được ngon
"* Quán nằm ngay mặt tiền đường Kì Đồng quận 3, cực kì dễ kiếm* Quán có không gian rộng rãi với 2 lầu và 1 trệt* Món đặc trưng ở đây là bún bò, siêu ngon và đúng chuẩn bún bò Huế","['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive', 'positive']",quán nằm ngay mặt tiền đường kì đồng quận 3 cực kì dễ kiếm quán có không gian rộng rãi với 2 lầu và 1 trệt món đặc trưng ở đây là bún bò siêu ngon và đúng chuẩn bún bò huế
"#3sacthai khác nhau, cơ mà nhìn kiểu nào cũng ngon không tưởng.","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",khác nhau cơ mà nhìn kiểu nào cũng ngon không tưởng
"#chungban phở thìn quá nổi tiếng rồi. Từ sáng sớm đến tối muộn lúc nào cũng nườm nượp khách. Chỉ có tái lăn. Vị thịt bò xào và nước dùng đặc biệt, không lẫn đi đâu được. Siêu nhiều thịt bò. Vừa no vừa ngon.","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive']",phở thì quá nổi tiếng rồi từ sáng sớm đến tối muộn lúc nào cũng nườm nượp khách chỉ có tái lăn vị thịt bò xào và nước dùng đặc biệt không lẫn đi đâu được siêu nhiều thịt bò vừa no vừa ngon
"#dimsum cho bữa sáng. Tân Sanh Hoạt ở NTMK. Quán bình dân nhưng giá nhà hàng :)) Phần này 2ng mà giá 250-300k. Lúc tính tiền có tí choáng :)) Không dở nhưng cũng k xuất sắc, k xứng với số tiền bỏ ra.","['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES', 'FOOD#PRICES', 'FOOD#QUALITY']","['neutral', 'neutral', 'negative', 'negative', 'neutral']",cho bữa sáng tân sinh hoạt ở một quán bình dân nhưng giá nhà hàg phần này 2kg mà giá 250 300k lúc tính tiền có tí choáng không dở nhưng cũng không xuất sắc không xứng với số tiền bỏ ra
"#firstmealoftheyear#vinciboTô này là tô lớn 25k ăn vậy với rau thôi không có bánh tráng như quán nào đó mình từng ăn. Thật ra thấy vậy cũng vừa rồi :3 quán do cô này ở Quảng Ngãi vô bán, mọi người hiền lắm :)) có ăn thêm Don 15k nữa mà quên chụp :)) à bàn có cả Greencross để rửa tay nữa","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['neutral', 'neutral', 'positive', 'positive']",này là tô lớn 25k ăn vậy với rau thôi không có bánh tráng như quán nào đó mình từng ăn thật ra thấy vậy cũng vừa rồi 3 quán do cô này ở quảng ngãi vô bán mọi người hiền lắm có ăn thêm đống 15k nữa mà quên chụp là bàn có cả greencross để rửa tay nữa
#lozi #lozisaigon #anchinh #buffet đây là nước lẩu Shabu và miso nha !! Ở đây nhân viên cho điểm 10+,"['FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive']",đây là nước lẩu shabu và miso nha ở đây nhân viên cho điểm 10
#lozi #lozisaigon #anchinh chả ngon !!,['FOOD#QUALITY'],['negative'],chả ngon
#lozi #lozisaigon #chaovit #anchinh ngon - bổ - rẻ . Khuyết là hơi xa trung tâm,"['FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL']","['positive', 'positive', 'negative']",ngon bổ rẻ khuyết là hơi xa trung tâm
"#Lozi #Muondongbang Nhonnn, mà rẻ nữa ❤️ Nhiều thịt (vì mình k thic ăn cá), có cả rau sống và bún. Nc' chấm thì có gừng và lá chanh ớt ❤️","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","['positive', 'positive', 'positive']",ngon mà rẻ nữa nhiều thịt vì mình không thích ăn cá có cả rau sống và bún nước chấm thì có gừng và lá chanh ớt
#lozi# ăn quên cả lối về <#3,['FOOD#QUALITY'],['positive'],ăn quên cả lối về
#lozi#nhonha#đang cảm ăn vào đỡ nhiều #đủ 5 món luôn toẹt vời,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",cảm ăn vào đỡ nhiều 5 món luôn toẹt vời
"#lozisaigon#oursaigon #lau #ngon. Tết nhất nên chỗ nào cũng đông, chỗ này đông nghẹt người. Về lẩu thì nước dùng ngon, hải sản ăn kèm khá ít cho giá 250k.","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'negative', 'negative']",tết nhất nên chỗ nào cũng đông chỗ này đông nghẹt người về lẩu thì nước dùng ngon hải sản ăn kèm khá ít cho giá 250k
"#lozisg #oursaigion #chungban - Vừa ngon vừa rẻ, 2 đứa ăn xong mà muốn lăn về nhà luôn cho nó lẹ chứ đi hổng có nổi luôn :)))) Quán chuyên về các món đặc trưng của đất nước xứ kim chi và cơm trộn Hàn Quốc thân yêu, vì là các dành cho lứa học sinh sinh viên của bọn mình nên giá cả khá là mềm. Ngoài các ""vị thượng đế"" học sinh sinh viên ra thì quán cũng thuộc list những quán phải tới của giới văn phòng. Không gian thì trẻ trung thoáng mát, phù hợp cho hội nhóm gặp mặt bạn bè, còn thực đơn lại phong phú giá cả vừa phải mà lại còn ngon ngon nữa :X","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'positive', 'positive', 'positive', 'positive']",vừa ngon vừa rẻ 2 đứa ăn xong mà muốn lăn về nhà luôn cho nó lẹ chứ đi hổng có nổi luôn quán chuyên về các món đặc trưng của đất nước xứ kim chi và cơm trộn hàn quốc thân yêu vì là các dành cho lứa học sinh sinh viên của bọn mình nên giá cả khá là mềm ngoài các vị thượng đế học sinh sinh viên ra thì quán cũng thuộc list những quán phải tới của giới văn phòng không gian thì trẻ trung thoáng mát phù hợp cho hội nhóm gặp mặt bạn bè còn thực đơn lại phong phú giá cả vừa phải mà lại còn ngon ngon nữa x
"#lozisg #oursaigon - Lần đầu tiên mình ăn móng này luôn, cảm giác lạ lắm. Khi chú chủ quán mang nồi lẩu ra thì mình hơi bất ngờ vì nồi lẩu chỉ toàn là .. lá quế, ớt và thịt gà :O Thịt gà trong lẩu là thịt gà đá nên khá là dai, mình phải nhai nhai mãi mới đứt í :( Nhưng được cái bù lại là nước lèo khá là ngon, chua chua cay cay như kiểu lẩu Thái í. Trông nồi lẩu ớt ớt thế thôi chứ ăn cũng không cay lắm đâu mà nước còn hơi ngọt ngọt nữa. Cái lạ nữa là lẩu chỉ cần ăn với .. lá quế thôi chứ chả cần thêm rau cỏ gì khác nữa. Nói chung là mình chấm món này 8.5/10 điểm đó :3 Đi nhiều nhiều mò nhiều quán kiếm được nhiều món lạ gê ^^","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['neutral', 'neutral']",lần đầu tiên mình ăn món này luôn cảm giác lạ lắm khi chú chủ quán mang nồi lẩu ra thì mình hơi bất ngờ vì nồi lẩu chỉ toàn là lá quế ớt và thịt gà do thịt gà trong lẩu là thịt gà đá nên khá là dai mình phải nhai nhai mãi mới đứt mí nhưng được cái bù lại là nước lèo khá là ngon chua chua cay cay như kiểu lẩu thái í trông nồi lẩu ớt ớt thế thôi chứ ăn cũng không cay lắm đâu mà nước còn hơi ngọt ngọt nữa cái lạ nữa là lẩu chỉ cần ăn với lá quế thôi chứ chả cần thêm rau cỏ gì khác nữa nói chung là mình chấm món này 8 510 điểm đó 3 đi nhiều nhiều mò nhiều quán kiếm được nhiều món lạ hơn
"#lozisg #oursaigon - Lần đầu tiên mình ăn ở đây là được 1 người bạn mình quan tâm dẫn tới ăn, ta nói nó vừa ngon mà lại vừa siêu no luôn :P Miếng thịt bò siêu bự nè, nui xào hơi được giòn một tí nên ăn thích lắm, tặng thêm điểm cộng cho món này vì rau khá là nhiều và mình thì rất thích ăn rau nhiều 1 tí :3 Tuy giá có hơi cao hơn so với các quán khác nhưng được rất nhiều bò và ăn siêu thích luôn (y)","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'neutral']",lần đầu tiên mình ăn ở đây là được 1 người bạn mình quan tâm dẫn tới ăn ta nói nó vừa ngon mà lại vừa siêu ngon luôn p miếng thịt bò siêu bự nè nui xào hơi được giòn một tí nên ăn thích lắm tặng thêm điểm cộng cho món này vì rau khá là nhiều và mình thì rất thích ăn rau nhiều 1 tí 3 tuy giá có hơi cao hơn so với các quán khác nhưng được rất nhiều bò và ăn siêu thích luôn ý
"#lozisg #oursaigon - Sườn heo non, thịt khá dai nhưng bù lại được tẩm ướp các gia vị khá là kĩ lưỡng. Khi ăn thì thấy có vị cay cay the the của gia vị sả nhưng khi ướp thì lại không có sả, khó hiểu gê :( Nói chung là hôm nào trời mưa mà đi nhậu, ăn món này ngon quá trời luôn :P ^^",['FOOD#QUALITY'],['positive'],sườn heo non thịt khá dai nhưng bù lại được tẩm ướp các gia vị khá là kĩ lưỡng khi ăn thì thấy có vị cay cay the the của gia vị sả nhưng khi ướp thì lại không có sả khó hiểu hơn nói chung là hôm nào trời mưa mà đi nhậu ăn món này ngon quá trời luôn ý
"#lozsg #oursaigon - Trời mưa lạnh như hôm nay thì phải ăn đồ nướng cay cay nó mới đã. Cho nên tớ xin giới thiệu với các cậu món cánh gà nướng sốt siêu cay blazing, đảm bảo siêu cay, cay chảy nước mắt luôn :3 1 phần 6 cái cánh gà được tẩm ướp mặn mặn, ăn kèm với sốt ớt cay được làm từ sate và ớt tươi, đảm bảo là cay xé họng thực khách luôn :P Nhưng mà nói cay vậy chứ món này ăn ngon miễn chê luôn nha, thịt cánh gà mềm mềm hơi mỡ 1 tẹo, tuy là cánh gà nướng nhưng thịt gà vẫn còn mềm chứ không có bị khô đâu nha, ướp và sốt chung với ớt và sate. Cái lạ là khi ăn miếng đầu tiên thì bạn sẽ cảm thấy nó chỉ hơi cay cay the the thôi, nhưng càng ăn thì độ cay nó sẽ tăng dần lên, kích thích lắm nhaaa :3 Ngoài ra sốt ăn kèm có 6 mức cay tăng dần: BBQ, fish sauce, gabay, satay, buffalo và blazing, phù hợp với khẩu vị của từng thực khách ^^","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",trời mưa lạnh như hôm nay thì phải ăn đồ nướng cay cay nó mới đã cho nên tớ xin giới thiệu với các cậu món cánh gà nướng sốt siêu cay blazing đảm bảo siêu cay cay chảy nước mắt luôn 3 1 phần 6 cái cánh gà được tẩm ướp mặn mặn ăn kèm với sốt ớt cay được làm từ sate và ớt tươi đảm bảo là cay xé họng thực khách luôn p nhưng mà nói cay vậy chứ món này ăn ngon miễn chê luôn nha thịt cánh gà mềm mềm hơi mỡ 1 tẹo tuy là cánh gà nướng nhưng thịt gà vẫn còn mềm chứ không có bị khô đâu nha ướp và sốt chung với ớt và sate cái lạ là khi ăn miếng đầu tiên thì bạn sẽ cảm thấy nó chỉ hơi cay cay the the thôi nhưng càng ăn thì độ cay nó sẽ tăng dần lên kích thích lắm nha 3 ngoài ra sốt ăn kèm có 6 mức cay tăng dần bao fish sauce gabay satay buffalo và blazing phù hợp với khẩu vị của từng thực khách
"#lozsisaigon #oursaigon bạch tuột nướng cũng siêu tươi luôn, đã. :D",['FOOD#QUALITY'],['positive'],bạch tuột nướng cũng siêu tươi luôn đã đã
#ocgach Ngon mê ly :D,['FOOD#QUALITY'],['positive'],ngon mê ly đẹp trai
