clean_comment,aspect,sentiments,VNESE_text_output
trời mưa lạnh như hôm nay thì phải ăn đồ nướng cay cay nó mới đã cho nên tớ xin giới thiệu với các cậu món cánh gà nướng sốt siêu cay blazing đảm bảo siêu cay cay chảy nước mắt luôn 3 1 phần 6 cái cánh gà được tẩm ướp mặn mặn ăn kèm với sốt ớt cay được làm từ sate và ớt tươi đảm bảo là cay xé họng thực khách luôn p nhưng mà nói cay vậy chứ món này ăn ngon miễn chê luôn nha thịt cánh gà mềm mềm hơi mỡ 1 tẹo tuy là cánh gà nướng nhưng thịt gà vẫn còn mềm chứ không có bị khô đâu nha ướp và sốt chung với ớt và sate cái lạ là khi ăn miếng đầu tiên thì bạn sẽ cảm thấy nó chỉ hơi cay cay the the thôi nhưng càng ăn thì độ cay nó sẽ tăng dần lên kích thích lắm nha 3 ngoài ra sốt ăn kèm có 6 mức cay tăng dần bao fish sauce gabay satay buffalo và blazing phù hợp với khẩu vị của từng thực khách,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","['positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt
bạch tuột nướng cũng siêu tươi luôn đã đã,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
ngon mê ly đẹp trai,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
cơm tấm sườn chả 37k cơm tấm đúng là cơm tấm chứ không phải trá hình như nhiều chỗ khác mỡ hành hơi ít thịt sườn lớn dày chả mềm và có trứng muối khá ngon không quá bở và mặn như những chỗ khác nước mắm cũng ok phần đồ xào kèm theo không bị nấu qua loa nói chung là không uổng 37k tuy nhiên có một số góp ý nhỏ tại mình khó tính thôi cơm nên khô hơn mỡ hành thơm và nhiều hơn sườn nóng và ướp nồng hơn chả ngon nhưng nếu mặt chả mịn hơn thì sẽ hấp dẫn hơn trà tắc free đặc biệt thứ 2 đến thứ 6 uống rất đã còn thứ 7 ăn thì free trà đá bonus free cơm thêm nếu ăn bì thì bì làm từ thịt nạc chứ không mỡ như ngoài ra còn có những món thịt cá đậu hủ khác thấy nhiều người ăn và nhìn cũng khá nhiều và hấp dẫn chứ không lèo tèo hay bị quá lửa như mấy chỗ cơm hộp 25 30k quán có ngồi bên ngoài và trong nhà lúc nào cũng đông nhưng không gian khá thoáng phục vụ nhanh nên mình có thể châm chước cho việc đồ ăn không nóng như mong đợi,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'DRINKS#PRICES', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tạm và giá tiền món ăn tốt và giá tiền đồ uống tốt và chất lượng đồ uống tốt và lựa chọn đồ uống tốt và không gian tốt và phục vụ tốt
quán này khá là thân thuộc đối với các bạn fans của các nhóm nhạc thần tượng họ như suju bigbang banh bean giá bình thường nhưng đồ ăn lại khá ngon là một trong những quán mình đánh giá cao độ ngon của món tokbokki có thể gọi thêm mì ramen hoặc không nhưng của mình là có thêm mì remen hen còn không có mì ramen thì là 28 000 phần ăn khá là no nè p,"['RESTAURANT#GENERAL', 'RESTAURANT#PRICES', 'FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và giá cả nhà hàng tốt và chất lượng đồ ăn tốt và giá tiền món ăn tốt
mắc cười nhất là cả đám đi ăn ốc cơ mà quán lạ ngu quá không chịu hỏi giá mới ăn lưng bụng thì kêu tính tiền vì sợ đắt ai ngờ có 20k dĩa thôi siêu đao lòng,"['FOOD#QUALITY', 'FOOD#PRICES']","['positive', 'positive']",chất lượng đồ ăn tốt và giá tiền món ăn tốt
xiên nướng đồng giá chỉ 5k hay mà đa dạng lắm ở đây có mề gà nướng chân gà nướng bò cuộn phô mai bạch tuột răng mực cá kèo cá trứng v v lại có cả lẩu thích nhất là bạch tuột ở đây ướp đều mà cay cay đậm đà giòn tươi với cả mề gà cũng ướp đậm ăn thích lắm giá cả vừa túi tiền mà đồ ăn không quá ít thì ok quá hay,"['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive', 'positive']",giá tiền món ăn tốt và lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
ăn cơm với xiên nướng cũng thú vị ghê,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
ăn ở đây cả trăm lần nhưng bây giờ mới review thật mừng khi tôi thấy mở gần nhà mình đỡ tốn công đi xa chắc vì lấy tên steak gấu nên ít ai biết khách không đông như những chỗ khác khỏi chờ đợi chen lấn xếp hàg re,"['LOCATION#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","['positive', 'negative', 'positive']",địa chỉ tốt và vấn đề khác tệ và nhà hàng nói chung tốt
bắp bò thái to gân cũng đồ sộ cuộn chung với rau sống chấm mắm nêm thì ngon lành thịt bò mềm không bị dai gân bò giòn giòn dễ ăn chấm mắm nêm thật là truyền thống luôn,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
bò lá lốt nhìn hấp dẫn ăn cũng ổn quán nhỏ nhưng sạch sẽ,"['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'negative', 'positive']",lựa chọn đồ ăn tốt và giá tiền món ăn tốt và không gian tệ và vấn đề khác tốt
cơm hến ở đây là tuyệt nhất mà mình từng ăn luôn hến cả đống to béo đầy thịt tóp mỡ cũng giày cộm có đậu phộng rang v v ngon ở chỗ khi trộn hến đều với các nguyên liệu trong cơm thì đậm đà thơm mùi hến hơi cay cay kiểu ớt ăn thích cực đã vậy còn có thêm chén nước hến nóng hổi ngọt vị thịt hến ra chứ không kiểu mì chính tuy hơi đắt nhưng ăn rất ngon,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","['positive', 'positive', 'negative']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá tiền món ăn tệ
con mực này nhìn nhỏ vậy thôi chứ to lắm cắn phát đã lắm cơ mà 2 3 con thì chắc là còn đã hơn,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
được ướp khá đậm đà cơ mà không thích ăn cái gì nhiều xương nên mình chỉ ăn 1 cái cho vui thôi chứ,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
lần nào ăn ở đây xong về cũng no vật vã sườn ướp rất đều vừa miệng và quan trọng hơn là rất to,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
món chủ đạo của quán vẫn là món phở mà có sự kết hợp công thức với mì udon truyền thống của nhật bản nên cho ra đời nhiều loại khác nhau,['FOOD#STYLE&OPTIONS'],['positive'],lựa chọn đồ ăn tốt
nhiêu đây mà chỉ có 88k thôi ấy đi với bạn bè hay người yêu dễ share tiền hả chị,['FOOD#PRICES'],['positive'],giá tiền món ăn tốt
sự kết hợp đặc biệt từ bánh oreo béo ngậy cùng đậu phộng giòn giòn bùi bùi miễn chê luôn nhé,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
sườn to quá xá ăn còn có trà tắc miễn phí trong phòng máy lạnh ngay trung tâm quận 1 mà giá chỉ 25 50k thôi nha,"['FOOD#STYLE&OPTIONS', 'DRINKS#PRICES', 'AMBIENCE#GENERAL', 'LOCATION#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'positive']",lựa chọn đồ ăn tốt và giá tiền đồ uống tốt và không gian tốt và địa chỉ tốt và giá tiền món ăn tốt
thịt xiên nướng đồng giá 5k cơ mà ăn không quá ít quán ngồi siêu mát mẻ luôn,"['FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL']","['positive', 'neutral', 'positive']",giá tiền món ăn tốt và lựa chọn đồ ăn tạm và không gian tốt
thơm lừng đánh thức các giác quan,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
khô nhưng thật ra cũng như hủ tiếu khô vậy đó được cái nhiều thịt bằm nêm nếm trong tô phở khô sẵn nên ăn vừa miệng ăn cùng nước dùng tái bò viên nhiều mà đậm đà không kém hẳn là một bữa ăn sáng ngon lành,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","['positive', 'positive']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt
mình mê ăn bánh cuốn nóng và trứng hấp như thế nào tất cả hết 86k thôi nha,"['FOOD#QUALITY', 'RESTAURANT#PRICES']","['positive', 'positive']",chất lượng đồ ăn tốt và giá cả nhà hàng tốt
rất luôn món udon dành cho những bạn thích udon mặn và cay,['FOOD#QUALITY'],['positive'],chất lượng đồ ăn tốt
hơi bé so với các quán bình thường thì phải ăn cũng ổn,"['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['negative', 'neutral']",không gian tệ và chất lượng đồ ăn tạm
bánh trung thu rau câu combo 2 bánh fomai 70k combo 2 bánh trái cây 65k combo 2 bánh flan 55k khách yêu tự chọn vị bánh như sô cô la trà xanh café khoai môn lá dứa chanh dây dâu tây vải dưa lưới có 2 loại hộp hộp 2 bánh và hộp 4 bánh để đảm bảo độ tươi mới của bánh nên cửa hàg nhận làm bánh theo đơn đặt hàg khách mua bánh vui lòng đặt bánh trước 2 tiếng với nhân fomai hoặc trái cây trước 24h với nhân flan cửa hàg có dịch vụ giao hàg trong tp và nhận gửi xe các tỉnh lân cận có giá ưu đãi với đơn hàg số lượng lớn chi tiết liên hệ facebook comohladeli zalo imess 0932798602 viber 0979950027,"['FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL']","['positive', 'positive']",lựa chọn đồ ăn tốt và phục vụ tốt
bún bò huế cho bữa sáng chất lượng tô thập cẩm 50k cực kì chất lượng nước lèo thoảng mùi mắm đúng chất huế không ăn cay được phải dặn không là nước lèo cay lắm ăn toát mồ hôi mà mãn nguyện gì đâu nạm mềm ngon chả tôm homemade cực chất thích hợp dắt gia đình đi ăn sáng chủ nhật quán gia đình nhỏ thôi nằm giữa 1 rừng chuỗi quán hiện đại xung quanh nhưng vẫn tồn tại được tới giờ là hiểu rồi quán mở nhanh ăn cay thấy hơi gian nóng 2 người đi ăn hết 100k cho bữa sáng no nê,"['FOOD#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['neutral', 'positive', 'positive', 'negative', 'positive', 'positive']",giá tiền món ăn tạm và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và không gian tệ và nhà hàng nói chung tốt và phục vụ tốt
cơm ngon gà bự giòn giá bình dân,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive']",chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và giá cả nhà hàng tốt
gà nướng anh tư được bạn bè giới thiệu cho quán nói cũng ngon nên từ năm xài gòn cũng ráng lết qua đông xài gòn ăn gà nướng 1 con 130k sau khi ăn 1 con có quyền đặt hàg thêm 12 con chứ kêu 12 con từ ban đầu hình như hổng được quán đông cực kì nhưng gà lên nhanh còn nóng sơ sơ nhưng nhanh nguội lắm thịt gà mềm vị ướp vừa ăn chắc chắn hổng phải gà ta rồi gà ta làm gì có giá này ăn kèm với bánh mì và sốt chấm của quán sốt chấm cũng ngon nói chung mình không có gì phàn nàn nhưng mà thiệt tình là thấy hổng có gì đặc biệt so với lò có ở thì gà bự hơn nhưng nướng có 1 vị thì hơi chán điểm tụ tập giá rẻ phục vụ tận tình nhất là khoảng xe cộ giữ xe miễn phí khăn lạnh và trà đá tính tiền dù gà lên nhanh nhưng tính tiền siêu lâu will come back 2 người đi thêm trà đá khăn các kiểu phải 150k,"['LOCATION#GENERAL', 'FOOD#PRICES', 'FOOD#STYLE&OPTIONS', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#PRICES', 'RESTAURANT#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['negative', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'positive', 'positive']",địa chỉ tệ và giá tiền món ăn tạm và lựa chọn đồ ăn tệ và phục vụ tạm và chất lượng đồ ăn tạm và giá cả nhà hàng tốt và nhà hàng nói chung tốt và vấn đề khác tốt
texas chicken định đến ăn gà sốt tomyum gì gì đó nhưng quán báo hết và sẵn tiện ăn thử vị thảo mộc tỏi mới của quán quán nói ngon combo 2 miếng 86k có 2 gà giòn bánh qui bơ khoai tây chiên 1 ly refill tự do gọi thêm 1 gà rời 36k ăn 3 miếng bị 2 người ok hơn gọi 2 cái combo gà ngon da gà giòn giòn thảo mộc tỏi bạn mình nói giống vị hạt nêm mì mình thì thấy nó giống vị snack nhiều gia vị và lần sau ăn gà giòn hoặc tomyum xem sao bánh mì cực thơm bơ cũng ok tóm lại nhìn chung mọi thử ổn hơn nhiều sau 1 thời gian trung thành với popeyes phục vụ nhanh nhẹn và nhiệt tình còn lại không có gì để phàn nàn 2 người ăn hết khoảng 130k xiền gà,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#PRICES']","['positive', 'positive', 'positive', 'positive', 'neutral']",lựa chọn đồ ăn tốt và chất lượng đồ ăn tốt và nhà hàng nói chung tốt và phục vụ tốt và giá tiền món ăn tạm
trên cả tuyệt vời vẫn hay ghé đây nhưng người rỗng túi vì hủ tiếu mì ngon đậm đà mà ăn vẫn no nê signature vẫn là hủ tiếu hồ nhưng mình thích gọi mì hơn menu của quán phong phú lắm có cả cơm lẩu các món đậu hủ tráng miệng có tofu bánh flan phong cách nước lèo ở đây nhạt nhưng kiểu nước hầm xương chứ không phải nhạt kiểu lạt lẽo lần nào ăn cũng húp gần hết tô thịt gà nòi chắc bà cố nhai mỏi hàm luôn được nguyên cái đùi với cả nhiều thịt lắm mùi kì dầu không rõ nhưng mình vẫn rất ưng món này quán nhỏ chị p dễ thương nhanh nhẹn giữ xe miễn phí khăn lạnh 1k 2 người đi ăn thêm cả tráng miệng khoảng 100k là ok rồi,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#PRICES']","['positive', 'positive', 'positive', 'negative', 'positive', 'positive', 'positive']",nhà hàng nói chung tốt và chất lượng đồ ăn tốt và lựa chọn đồ ăn tốt và không gian tệ và phục vụ tốt và vấn đề khác tốt và giá cả nhà hàng tốt
bánh canh cua ngon rẻ bánh canh cua gia truyền 25k tô giá này hợp túi tiền với một quán bình dân lề đường mà vẫn đầy đủ topping nước lèo hơi nhạt một tí mình vẫn nghe cái mùi mà không ai nghe có lẽ ăn như sẽ quen nhưng tụi mình vẫn nhất trí là quán này ok bánh canh có vẻ nhiều nước lèo có trứng mây như súp cua bánh quẩy 5k nước mía 5k vừa căng bụng quán vỉa hè phục vụ nhanh nhẹn tuy không có chỗ giữ xe phải để dưới lề đường nên hên xui dễ hết chỗ lắm đối diện trường cao đẳng kinh tế 2 người đi ăn hết 60k,"['FOOD#QUALITY', 'FOOD#PRICES', 'AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'FOOD#STYLE&OPTIONS', 'DRINKS#PRICES', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'negative']",chất lượng đồ ăn tốt và giá tiền món ăn tốt và không gian tạm và nhà hàng nói chung tốt và lựa chọn đồ ăn tốt và giá tiền đồ uống tạm và phục vụ tốt và vấn đề khác tệ
